timestamp,dist_s,angle_s,mean_dist,min_dist,view_dist,average_mouse_speed,useful,useless,aiming,shooting,moving,class
2022-04-17 20:58:59,26038.776599999997,5335.9044,4680.693684210526,2434.74,70.125134899,15.4,24,23,0,0,10,0
2022-04-17 20:59:00,25684.6166,5135.3666,4620.476666666667,2434.74,69.90564199894737,15.866666666666667,24,26,0,0,11,0
2022-04-17 20:59:01,24995.0756,5139.418140000001,4620.476666666667,2434.74,69.6617609988889,16.5,25,25,0,0,12,0
2022-04-17 20:59:02,24067.195599999995,5110.712770000001,4550.625294117647,2434.74,69.95554105764707,18.0,25,26,0,0,13,0
2022-04-17 20:59:03,23124.856599999996,5129.021570000001,4270.173529411764,1152.77,71.49783517529413,19.633333333333333,26,29,0,0,14,0
2022-04-17 20:59:04,22166.239599999994,5542.409520000001,3900.7490000000003,886.959,76.9714057635294,20.733333333333334,27,30,0,0,15,0
2022-04-17 20:59:05,21037.91559999999,5425.820120000001,3655.2390588235303,859.542,71.91373682235293,20.766666666666666,31,30,1,0,16,2
2022-04-17 20:59:06,19739.658199999994,5612.090120000001,3369.053176470589,859.542,80.0021897635294,19.0,35,31,2,1,17,2
2022-04-17 20:59:07,18692.8842,5982.757620000001,3018.5447058823534,859.542,86.15330741058823,17.833333333333332,35,36,2,1,18,2
2022-04-17 20:59:08,17526.1632,5913.357320000002,2817.1768750000006,859.542,84.90701412375,17.633333333333333,39,37,2,1,19,2
2022-04-17 20:59:09,16408.8032,5862.707420000002,2605.9075000000007,859.542,84.9102258175,17.033333333333335,41,38,2,1,20,2
2022-04-17 20:59:10,15398.745200000001,5861.064220000002,2402.233125,859.542,84.9164007125,17.033333333333335,42,44,2,1,21,2
2022-04-17 20:59:11,14347.492200000002,6229.237360000001,2277.1739999999995,859.542,90.57473500666667,17.033333333333335,42,50,2,1,22,2
2022-04-17 20:59:12,13233.7382,6591.310430000002,2140.602666666666,859.542,102.44491966666668,17.033333333333335,43,51,2,1,23,2
2022-04-17 20:59:13,12240.824200000003,6594.573050000002,1992.0439999999996,859.542,113.71218346666667,17.066666666666666,43,54,2,1,24,2
2022-04-17 20:59:14,11167.478200000003,6166.071250000002,1843.1392857142853,859.542,114.98242514285714,16.3,44,56,2,1,25,2
2022-04-17 20:59:15,10041.5702,6169.196850000001,1692.6035714285713,859.542,109.787367715,16.166666666666668,45,58,3,1,26,2
2022-04-17 20:59:16,8770.058199999998,6146.192450000001,1570.2757142857142,859.542,104.45507349357145,16.166666666666668,50,58,4,2,27,2
2022-04-17 20:59:17,7839.587199999998,5973.651650000002,1425.8214285714287,859.542,92.56408399428572,15.266666666666667,55,58,5,3,27,2
2022-04-17 20:59:18,6936.037199999999,5680.305650000001,1334.8250000000003,859.542,89.72708399428572,15.9,58,61,5,3,27,2
2022-04-17 20:59:19,7018.001200000001,5302.061950000001,1246.9764285714286,859.542,77.31936580928571,15.466666666666667,61,61,5,3,27,2
2022-04-17 20:59:20,6778.868199999998,4897.1074,1238.1973333333335,859.542,72.16528070466666,15.333333333333334,65,57,6,4,27,2
2022-04-17 20:59:21,6788.998199999998,4765.437,1224.5950000000003,824.826,74.354325660625,14.7,66,59,6,4,27,2
2022-04-17 20:59:22,7195.687599999998,3993.1929999999998,1191.0293529411767,417.958,78.57324768058822,14.466666666666667,62,63,6,4,28,2
2022-04-17 20:59:23,7298.537599999998,3903.6569,1147.314777777778,399.968,79.209878365,12.233333333333333,60,63,6,4,29,2
2022-04-17 20:59:24,7366.024599999998,4341.702699999999,1147.314777777778,399.968,79.209878365,12.7,60,63,6,4,29,2
2022-04-17 20:59:25,7501.395599999997,3525.1471,1147.314777777778,399.968,79.209878365,12.566666666666666,58,65,6,4,29,2
2022-04-17 20:59:26,7514.541599999997,3919.5943,1147.314777777778,399.968,79.209878365,11.833333333333334,56,63,6,4,29,2
2022-04-17 20:59:27,7581.928599999997,3872.7144999999996,1147.314777777778,399.968,79.209878365,11.966666666666667,55,63,6,4,30,2
2022-04-17 20:59:28,7524.159599999997,3938.9856,1147.314777777778,399.968,79.209878365,12.5,55,61,6,4,30,2
2022-04-17 20:59:29,7483.920599999997,4161.861599999999,1147.314777777778,399.968,79.209878365,11.7,55,61,6,4,30,2
2022-04-17 20:59:30,7496.354599999997,4149.3919,1147.314777777778,399.968,79.209878365,11.266666666666667,56,59,6,4,30,2
2022-04-17 20:59:31,7491.806599999998,4158.97986,1147.314777777778,399.968,79.209878365,10.633333333333333,56,58,6,4,30,2
2022-04-17 20:59:32,7295.749599999998,4527.78363,1147.314777777778,399.968,79.209878365,9.133333333333333,58,57,6,4,30,2
2022-04-17 20:59:33,7039.802599999998,4548.47873,1144.9215294117648,399.968,77.50898885705882,7.8,57,54,6,4,30,2
2022-04-17 20:59:34,6806.204599999998,4179.678129999999,1155.3989375,399.968,71.50061316062501,7.033333333333333,56,55,6,4,30,2
2022-04-17 20:59:35,6852.710599999999,4193.804429999999,1172.6401333333336,399.968,76.26653217133334,7.066666666666666,52,56,5,4,30,2
2022-04-17 20:59:36,7053.721,3932.4934299999995,1184.628714285714,399.968,68.98014161214287,7.633333333333334,49,59,4,3,30,2
2022-04-17 20:59:37,7138.628999999999,3517.6453300000003,1199.115846153846,399.968,62.01692173615384,7.7,49,56,4,3,30,2
2022-04-17 20:59:38,7379.387,3620.9596300000007,1199.115846153846,399.968,62.01692173615384,7.833333333333333,46,56,4,3,30,2
2022-04-17 20:59:39,7377.663,3697.6100300000003,1212.983,399.968,67.17640338083334,8.8,48,57,4,3,30,2
2022-04-17 20:59:40,7272.071,3721.6781500000006,1226.0178181818178,399.968,73.27381441545454,9.533333333333333,49,53,4,3,30,2
2022-04-17 20:59:41,7305.621999999999,3471.4891500000003,1226.0178181818178,399.968,73.27381441545454,9.766666666666667,49,51,4,3,30,2
2022-04-17 20:59:42,7270.469999999999,3227.3781500000005,1133.9216,399.968,62.79339585699999,11.033333333333333,49,50,4,3,30,2
2022-04-17 20:59:43,6912.370599999999,3229.1797500000002,1038.855111111111,399.968,50.979884285555556,11.066666666666666,53,47,4,3,29,2
2022-04-17 20:59:44,6725.657299999998,3319.7525499999997,1038.855111111111,399.968,50.979884285555556,11.366666666666667,55,45,4,3,29,2
2022-04-17 20:59:45,6733.0212999999985,3370.71785,1021.0795,399.968,57.35223282,11.433333333333334,55,45,3,3,29,2
2022-04-17 20:59:46,6714.400299999998,3397.55095,938.177875,399.968,68.0381852075,11.5,54,45,3,2,29,2
2022-04-17 20:59:47,6634.255799999999,3409.67325,872.517625,399.968,68.0381927,11.533333333333333,52,45,3,2,29,2
2022-04-17 20:59:48,6542.048499999998,3299.8465929999998,847.3813749999999,399.968,62.4407427,10.4,54,42,4,3,28,2
2022-04-17 20:59:49,6333.655499999999,3271.981293,791.2944285714285,399.968,71.36028517,10.3,51,40,5,4,27,2
2022-04-17 20:59:50,6277.837499999999,3286.2039429999995,737.2951666666667,399.968,83.25231782499999,10.266666666666667,48,42,5,3,27,0
2022-04-17 20:59:51,6306.261499999999,3323.6406429999997,680.6422,399.968,78.46478139,10.533333333333333,45,42,5,3,27,0
2022-04-17 20:59:52,6272.9685,3226.738763,731.3779999999999,399.968,65.75800139,9.766666666666667,45,40,5,3,27,0
2022-04-17 20:59:53,6221.317499999999,3210.543863,803.963,595.739,68.34388139,9.633333333333333,44,40,5,3,27,0
2022-04-17 20:59:54,6171.465499999998,2765.6777629999997,782.2341666666666,593.356,79.458067825,9.033333333333333,42,40,5,3,27,0
2022-04-17 20:59:55,6034.621499999999,2732.855463,765.5877142857142,593.356,68.11530876428571,8.766666666666667,44,40,5,3,27,0
2022-04-17 20:59:56,5947.684500000001,2418.8374630000003,765.5877142857142,593.356,75.90639516875,9.233333333333333,44,43,5,3,27,0
2022-04-17 20:59:57,5790.1058,2410.143563000001,736.212375,405.759,82.23068459444443,9.066666666666666,45,44,6,4,27,2
2022-04-17 20:59:58,5711.462800000001,2334.792063000001,689.5945555555555,307.788,74.01125350499998,8.133333333333333,45,46,6,5,27,2
2022-04-17 20:59:59,5687.523800000001,2022.5514630000005,650.6757,294.203,80.53950318636363,8.266666666666667,46,45,6,6,27,2
2022-04-17 21:00:00,5559.202799999998,2057.1893630000004,633.9042727272727,291.602,86.74046125416665,8.4,46,44,6,6,27,2
2022-04-17 21:00:01,5424.7188,2434.6148630000007,603.6452499999999,254.777,92.86465654230769,8.666666666666666,48,43,7,6,27,2
2022-04-17 21:00:02,5451.3998,2088.6586630000006,604.9245384615384,254.777,98.50889536071428,8.7,48,43,8,7,27,2
2022-04-17 21:00:03,5487.2238,2424.515363,576.9550714285714,201.685,100.69850233666666,9.166666666666666,48,49,8,7,27,2
2022-04-17 21:00:04,5375.3607999999995,2817.860963,559.2301333333332,189.735,102.25053344062499,14.6,49,47,8,7,27,2
2022-04-17 21:00:05,5220.406899999999,2835.820863,553.4610624999999,189.735,101.0526314735294,14.833333333333334,50,45,8,8,27,2
2022-04-17 21:00:06,4982.1608,2724.748727,550.9901764705882,189.735,100.04259639166666,14.266666666666667,49,41,8,9,27,2
2022-04-17 21:00:07,4680.613200000001,2703.449189,556.5117777777778,189.735,100.04259639166666,13.733333333333333,49,39,8,10,27,2
2022-04-17 21:00:08,4280.5782,2586.3809889999998,566.5354736842105,189.735,99.68856500263158,13.566666666666666,49,39,8,10,27,2
2022-04-17 21:00:09,4103.080999999999,2923.0106889999997,581.4421,189.735,103.1261367525,15.5,46,37,8,10,27,2
2022-04-17 21:00:10,3971.4073999999996,2999.4854889999997,581.4421,189.735,106.23632071666667,16.3,45,35,8,10,27,2
2022-04-17 21:00:11,3743.6216999999992,2965.9926889999997,581.4421,189.735,106.23632071666667,16.333333333333332,45,31,8,10,27,2
2022-04-17 21:00:12,3602.7204999999994,3278.027689,571.5895714285714,189.735,105.53990159318182,19.466666666666665,45,31,8,10,27,2
2022-04-17 21:00:13,3625.5827,3292.984689,562.2590909090909,189.735,105.87490587173913,19.4,42,31,8,10,28,2
2022-04-17 21:00:14,3595.7780000000002,3191.4894890000005,556.3517826086955,189.735,106.81024312708333,19.666666666666668,39,31,9,10,28,2
2022-04-17 21:00:15,3449.3721,3145.589789,556.3517826086955,189.735,106.81024312708333,20.033333333333335,38,29,10,10,28,2
2022-04-17 21:00:16,3396.8448,3119.5847690000005,563.0409999999999,189.735,108.12304729375,19.933333333333334,34,29,10,10,28,2
2022-04-17 21:00:17,3391.132899999999,3158.3667690000007,555.3247727272727,189.735,112.82382296086956,20.933333333333334,32,30,9,9,28,2
2022-04-17 21:00:18,3393.9294999999993,3529.9434260000003,540.8697272727272,189.735,109.75024449130434,21.166666666666668,27,30,9,8,29,2
2022-04-17 21:00:19,3462.359999999999,3566.999126,540.4687391304349,189.735,105.178118475,21.3,27,30,9,7,30,2
2022-04-17 21:00:20,3436.8383999999987,3585.520526,535.8056666666668,189.735,105.216993736,21.4,28,29,8,7,30,2
2022-04-17 21:00:21,3243.0780999999993,3546.265926,527.0514000000001,189.735,101.17064539615384,21.2,28,26,9,7,30,2
2022-04-17 21:00:22,2910.5897,3539.766426,511.1927916666668,189.735,97.99651918076923,21.166666666666668,27,25,9,7,30,2
2022-04-17 21:00:23,2755.7271,3626.7224260000003,500.0667391304349,189.735,97.797899948,22.3,26,23,9,7,30,2
2022-04-17 21:00:24,2638.8215,3653.625726,492.17931818181825,189.735,96.2466041125,22.833333333333332,25,21,9,7,30,2
2022-04-17 21:00:25,2521.8004000000005,3647.038926,483.9160000000001,189.735,100.4286845347826,23.766666666666666,23,19,9,7,30,2
2022-04-17 21:00:26,2373.0514000000003,3512.937926,483.9160000000001,189.735,99.06435201363637,23.133333333333333,25,16,9,7,29,2
2022-04-17 21:00:27,2358.8337,3441.0485860000003,481.5825500000001,189.735,97.45670210952382,22.8,23,15,8,6,28,2
2022-04-17 21:00:28,2272.8254,3429.555486,506.90530000000007,189.735,97.4591449142857,23.1,22,13,8,5,28,2
2022-04-17 21:00:29,2152.0370000000003,3745.3070860000003,523.4756500000001,189.735,90.51590998095237,23.1,20,15,9,4,28,2
2022-04-17 21:00:30,2064.0731000000005,3754.794386,520.2730999999999,189.735,88.61405283809525,23.3,20,17,9,4,28,2
2022-04-17 21:00:31,1971.9511000000002,3398.370986,520.9334999999999,189.735,84.45201474285712,23.166666666666668,18,19,8,4,28,2
2022-04-17 21:00:32,1841.3043000000002,3388.947886,502.07665,189.735,80.70644331428572,26.066666666666666,18,18,8,3,27,2
2022-04-17 21:00:33,1702.9863000000003,2985.137886,517.2726842105262,189.735,78.17411548,24.933333333333334,18,13,8,3,26,2
2022-04-17 21:00:34,1718.6949000000004,2597.713586,528.7277777777776,236.383,75.68164787368421,21.3,17,13,8,3,26,2
2022-04-17 21:00:35,1718.142,2692.519786,532.3632352941177,236.383,75.33695053333332,22.9,18,13,8,2,26,2
2022-04-17 21:00:36,1741.3456000000003,2791.8799219999996,533.6699375,236.383,74.89371232941177,27.666666666666668,19,13,8,1,26,2
2022-04-17 21:00:37,1769.5403000000003,2811.4316599999997,525.8893333333334,236.383,74.89371232941177,27.7,20,13,8,0,26,2
2022-04-17 21:00:38,1804.4498000000006,2825.83176,510.09842857142854,236.383,73.74231935,28.366666666666667,19,12,8,0,26,2
2022-04-17 21:00:39,1810.1828000000005,2399.916169,482.82384615384615,236.383,67.42914063999999,25.433333333333334,18,12,8,0,26,2
2022-04-17 21:00:40,1810.2058000000002,2301.7570689999993,482.82384615384615,236.383,60.21407925714286,23.9,17,12,8,0,26,2
2022-04-17 21:00:41,1829.6935000000003,2232.029268999999,482.82384615384615,236.383,60.21407925714286,23.766666666666666,17,12,8,0,26,2
2022-04-17 21:00:42,1862.6637000000003,1822.113969,491.8475833333334,236.383,57.85246227692307,19.466666666666665,16,12,8,0,26,2
2022-04-17 21:00:43,1863.0665000000001,2160.9269689999996,503.25927272727273,236.383,53.236417466666666,19.5,15,12,8,0,26,2
2022-04-17 21:00:44,1868.7623000000006,2113.1808159999996,520.0937272727273,236.383,57.036834133333336,18.833333333333332,15,12,7,0,26,2
2022-04-17 21:00:45,1874.2583000000002,2087.8501459999998,524.36875,236.383,66.12500073846154,18.333333333333332,15,12,6,0,26,2
2022-04-17 21:00:46,1922.7936000000002,2082.5285240000003,504.9576666666667,236.383,70.60776996923076,18.333333333333332,15,12,5,0,26,2
2022-04-17 21:00:47,1925.9817000000003,2022.256024,504.9576666666667,236.383,70.60776996923076,17.3,14,11,5,0,26,2
2022-04-17 21:00:48,1938.125,1650.2610240000004,488.2693636363636,236.383,76.49007619999999,17.066666666666666,14,11,4,0,26,2
2022-04-17 21:00:49,1939.9495000000002,1613.2053240000002,473.4498181818181,236.383,91.09522452499999,16.933333333333334,13,11,3,0,26,2
2022-04-17 21:00:50,1928.8424,1580.241224,463.94072727272726,236.383,96.505724525,16.833333333333332,11,10,3,0,26,2
2022-04-17 21:00:51,1934.5862,1557.9575240000001,461.2029999999999,236.383,110.75431311666667,16.733333333333334,11,10,2,0,26,2
2022-04-17 21:00:52,1939.8385,1955.4359040000002,461.2029999999999,236.383,120.82153990909092,16.9,11,9,2,0,26,2
2022-04-17 21:00:53,1929.6476999999998,2027.497904,461.2029999999999,236.383,120.82153990909092,18.433333333333334,13,9,2,0,26,2
2022-04-17 21:00:54,1889.1073,2041.565904,461.2029999999999,236.383,120.82153990909092,18.633333333333333,15,10,2,0,25,2
2022-04-17 21:00:55,1866.5312999999999,1992.440604,461.2029999999999,236.383,120.82153990909092,17.966666666666665,16,10,2,0,24,2
2022-04-17 21:00:56,1866.5312999999999,1992.440604,461.2029999999999,236.383,120.82153990909092,17.9,14,10,2,0,24,2
2022-04-17 21:00:57,1797.6447,1991.834644,461.2029999999999,236.383,120.82153990909092,17.866666666666667,14,10,2,0,24,2
2022-04-17 21:00:58,1728.1579999999997,1932.0962439999998,425.0126,236.383,132.89492664,17.466666666666665,13,12,2,0,23,2
2022-04-17 21:00:59,1708.8293999999999,1556.390244,402.0347777777777,236.383,147.65946666666665,17.4,13,9,1,0,23,0
2022-04-17 21:01:00,1801.2073000000003,1675.4875439999998,402.02175,236.383,151.74040000000002,17.366666666666667,13,8,1,0,22,0
2022-04-17 21:01:01,1739.3857500000001,1643.198154,418.8814285714285,236.383,162.1387142857143,21.133333333333333,13,7,1,0,21,0
2022-04-17 21:01:02,1719.7385500000003,1628.695454,448.17183333333327,285.283,173.62400000000002,19.166666666666668,11,10,0,0,21,0
2022-04-17 21:01:03,1806.1542500000003,1820.2374539999998,448.17183333333327,285.283,173.62400000000002,23.9,12,12,0,0,22,0
2022-04-17 21:01:04,1983.04365,1852.7771539999999,448.17183333333327,285.283,173.62400000000002,22.433333333333334,13,12,0,0,22,0
2022-04-17 21:01:05,2223.28045,1724.8996539999998,419.1082857142856,244.727,173.62400000000002,20.6,11,13,0,0,22,0
2022-04-17 21:01:06,2317.03495,1689.407854,393.12187499999993,205.333,151.1563285714286,16.0,14,15,0,1,22,0
2022-04-17 21:01:07,2397.49585,1743.695254,372.53511111111106,148.407,132.30400512500003,16.133333333333333,17,17,0,2,22,2
2022-04-17 21:01:08,2457.16435,1796.880154,352.32759999999996,148.407,117.60797484444447,15.6,21,18,0,2,22,2
2022-04-17 21:01:09,2619.70455,1856.7028449999998,352.32759999999996,148.407,117.60797484444447,15.833333333333334,23,21,0,2,22,2
2022-04-17 21:01:10,2630.9387500000003,1873.7117449999996,352.32759999999996,148.407,117.60797484444447,19.3,27,22,0,2,21,2
2022-04-17 21:01:11,2547.56875,1856.5043449999996,352.32759999999996,148.407,117.60797484444447,22.633333333333333,31,23,0,2,20,2
2022-04-17 21:01:12,2531.2539500000003,1910.5731449999996,352.32759999999996,148.407,117.60797484444447,25.8,32,27,0,2,20,2
2022-04-17 21:01:13,2603.7663500000003,1763.5891449999997,352.32759999999996,148.407,117.60797484444447,29.033333333333335,33,31,0,2,20,2
2022-04-17 21:01:14,2604.4588500000004,1805.1293979999996,323.5228888888889,148.407,110.5679717,30.433333333333334,36,32,0,2,19,2
2022-04-17 21:01:15,2568.8311500000004,1803.6050679999996,292.53900000000004,148.407,101.33725337142857,31.833333333333332,39,33,0,2,18,2
2022-04-17 21:01:16,2522.8948500000006,1803.1045099999997,259.0951428571429,148.407,89.01329559999999,34.233333333333334,40,33,0,2,18,2
2022-04-17 21:01:17,2618.7271500000006,1875.4476099999997,259.0951428571429,148.407,89.01329559999999,34.3,42,35,0,2,18,2
2022-04-17 21:01:18,2666.2915500000004,1895.7552099999998,259.0951428571429,148.407,89.01329559999999,34.36666666666667,44,37,0,2,18,2
2022-04-17 21:01:19,2698.6305500000003,2257.40921,240.83900000000003,148.407,71.75975472,34.4,45,38,0,2,18,2
2022-04-17 21:01:20,2794.8272500000003,2756.72981,224.2158,148.407,46.9306934,34.43333333333333,46,39,0,2,18,2
2022-04-17 21:01:21,2830.08475,2812.23751,208.56125000000003,148.407,5.5759245333333345,36.4,47,40,0,2,17,2
2022-04-17 21:01:22,2903.58185,2415.6368300000004,208.56125000000003,148.407,5.5759245333333345,37.233333333333334,47,41,0,2,17,2
2022-04-17 21:01:23,3007.20425,2253.642730000001,208.56125000000003,148.407,5.5759245333333345,34.53333333333333,45,42,0,2,17,2
2022-04-17 21:01:24,3133.0612499999997,2341.4225300000003,208.56125000000003,148.407,5.5759245333333345,34.0,44,41,0,2,18,2
2022-04-17 21:01:25,3285.13035,2430.07913,208.56125000000003,148.407,22.5035434,35.666666666666664,43,46,0,2,19,2
2022-04-17 21:01:26,3447.37835,2519.48553,208.56125000000003,148.407,22.5035434,36.266666666666666,48,46,0,2,20,2
2022-04-17 21:01:27,3559.53035,2565.89603,208.56125000000003,148.407,22.5035434,36.43333333333333,48,46,0,2,21,2
2022-04-17 21:01:28,3665.47435,2576.9503299999997,208.56125000000003,148.407,22.5035434,36.46666666666667,48,44,0,2,22,2
2022-04-17 21:01:29,3726.90235,2624.43963,208.56125000000003,148.407,22.5035434,36.4,48,44,0,2,22,2
2022-04-17 21:01:30,3673.91035,2444.1948459999994,208.56125000000003,148.407,22.5035434,36.3,47,42,0,2,23,2
2022-04-17 21:01:31,3776.7319,2467.5229359999994,208.56125000000003,148.407,22.5035434,32.4,46,41,0,2,24,2
2022-04-17 21:01:32,3883.1309,2525.1360359999994,208.56125000000003,148.407,22.5035434,31.633333333333333,46,38,0,2,25,2
2022-04-17 21:01:33,3896.8941999999997,2360.4501359999995,208.56125000000003,148.407,22.5035434,27.033333333333335,45,35,0,2,25,2
2022-04-17 21:01:34,3677.8478000000005,2292.7815359999995,208.56125000000003,148.407,22.5035434,26.266666666666666,44,35,0,2,25,2
2022-04-17 21:01:35,3457.2498,2272.158036,196.506,148.407,22.5035434,26.7,45,34,0,2,25,2
2022-04-17 21:01:36,3301.3648000000007,2207.384836,189.15050000000002,148.407,24.554624533333335,28.666666666666668,44,32,0,1,24,2
2022-04-17 21:01:37,3304.1018000000004,2218.860936,170.46,152.559,36.6630663,31.233333333333334,40,31,0,0,24,0
2022-04-17 21:01:38,3378.0158,2227.7340360000003,,,73.2864,34.43333333333333,39,33,0,0,24,0
2022-04-17 21:01:39,3869.1658,2195.326336,,,41.28145,34.5,39,30,0,0,24,0
2022-04-17 21:01:40,4476.644200000001,2214.697236,6086.36,5933.64,43.8462,31.133333333333333,35,29,0,0,25,0
2022-04-17 21:01:41,5227.658200000001,2306.297636,5987.605,5870.71,41.7234,27.9,31,28,0,0,26,0
2022-04-17 21:01:42,5600.569,2279.1647359999997,5987.605,5870.71,41.7234,25.2,32,25,0,0,26,0
2022-04-17 21:01:43,5706.523999999999,2099.605036,5521.263333333333,4543.17,53.71651999999999,22.1,32,22,0,0,26,0
2022-04-17 21:01:44,6012.1397,2059.4325559999997,5205.7725,4054.17,61.89176666666666,20.866666666666667,29,25,0,0,27,0
2022-04-17 21:01:45,6339.9232999999995,2091.9565559999996,4938.428,3739.24,72.26908571428571,19.466666666666665,26,26,0,0,28,0
2022-04-17 21:01:46,6549.719599999999,2097.0971259999997,4720.88,3564.84,79.590325,17.433333333333334,27,28,0,0,28,0
2022-04-17 21:01:47,6777.6726,2040.5589259999997,4544.515714285714,3419.82,84.80951111111112,17.366666666666667,25,30,0,0,28,0
2022-04-17 21:01:48,6879.4616,2092.923826,4400.73625,3376.68,89.36296,17.333333333333332,23,29,0,1,28,0
2022-04-17 21:01:49,6850.629599999999,1921.022826,4603.754444444445,3376.68,89.36296,17.433333333333334,24,30,0,1,27,0
2022-04-17 21:01:50,6773.142599999999,1880.015826,4603.754444444445,3376.68,89.36296,18.866666666666667,23,31,0,1,27,0
