timestamp,dist_s,angle_s,mean_dist,min_dist,view_dist,average_mouse_speed,useful,useless,aiming,shooting,moving,class
2022-04-17 20:58:59,18968.076999999997,1364.1951999999999,5316.5142857142855,3425.98,50.647173198666664,11.333333333333334,0,6,0,0,0,0
2022-04-17 20:59:00,19670.29,1152.508,5139.654285714287,3090.7,50.54293319866667,11.733333333333333,0,5,0,0,0,0
2022-04-17 20:59:01,20090.190000000002,1180.5065,4995.779333333335,2802.17,50.567379865333336,11.8,0,2,0,0,0,0
2022-04-17 20:59:02,19923.95,1332.6318999999999,4827.278666666667,2802.17,57.35481319866666,13.6,0,1,0,0,1,0
2022-04-17 20:59:03,19679.710000000003,1707.2734999999998,4595.6720000000005,2459.24,62.241746532,13.8,0,1,0,0,2,0
2022-04-17 20:59:04,18442.689000000002,2110.2024499999998,4276.496666666668,2434.74,68.44972653199999,14.6,1,3,0,0,3,0
2022-04-17 20:59:05,17537.965999999997,2381.60745,4219.785714285715,2434.74,67.19669271285714,14.933333333333334,1,6,0,0,4,0
2022-04-17 20:59:06,16382.289,2350.36145,4092.849230769231,2434.74,69.22933830615385,12.733333333333333,3,7,0,0,5,0
2022-04-17 20:59:07,15101.4006,3163.7359500000002,3854.3416666666667,2434.74,70.42069983166667,11.533333333333333,8,7,0,0,5,0
2022-04-17 20:59:08,13913.337599999999,3192.1929500000006,3637.4245454545453,2434.74,67.17767254363638,15.866666666666667,12,9,0,0,5,0
2022-04-17 20:59:09,12715.6806,3168.1783500000006,3559.8650000000002,2434.74,73.89026430800001,15.0,15,11,0,0,6,0
2022-04-17 20:59:10,11553.5776,4063.368070000001,3474.4733333333334,2434.74,82.09961771111111,15.866666666666667,17,11,0,0,7,0
2022-04-17 20:59:11,10466.747600000002,4114.59601,3374.0174999999995,2434.74,92.3568966375,17.8,19,13,0,0,8,0
2022-04-17 20:59:12,9275.0936,4239.387080000001,3256.655714285714,2434.74,105.54713471428572,18.6,21,13,0,0,8,0
2022-04-17 20:59:13,8174.520600000002,4310.2672,3096.4483333333337,2434.74,123.12065000000001,19.6,23,15,0,0,9,0
